id,filtered_words,features,label_index
R129,theory magazine authority. try information though world. experts discuss ongoing developments election.,"(10000,[1468,2006,3385,3556,3614,4506,4687,4693,6287,8190,8413,9462],[4.270695952029551,4.830311739964974,4.137164559405029,2.8844015909096608,0.6792718340663283,0.691153161953081,0.691153161953081,4.42484663185681,3.914021008090819,4.42484663185681,3.4440173788450834,0.691153161953081])",1.0
R227,section behind ago. hotel understand body service general alone enter everyone. experts discuss ongoing developments climate change.,"(10000,[821,841,2059,2252,2492,2663,3614,4346,4506,4687,5465,5563,6487,6968,7435,7939,9462],[2.849310271098391,4.607168188650764,2.7508701982851385,4.019381523748645,3.914021008090819,4.270695952029551,0.6792718340663283,4.137164559405029,0.691153161953081,0.691153161953081,3.6516567436233283,5.117993812416755,3.383392757028649,4.137164559405029,4.137164559405029,4.42484663185681,0.691153161953081])",1.0
F231,sea dinner leg cup. ahead thus measure see nice trouble social. involve particularly reality civil. — shocking claims aliens surface internet.,"(10000,[503,528,650,680,2240,2909,3370,4464,4847,5354,5684,5850,6271,6290,6443,7281,7936,8268,8338,9300,9617],[0.691153161953081,4.137164559405029,2.958509563063383,3.914021008090819,4.270695952029551,4.270695952029551,4.42484663185681,5.523458920524919,3.4440173788450834,4.270695952029551,4.42484663185681,0.691153161953081,4.137164559405029,3.914021008090819,3.6516567436233283,0.6871770135734415,0.691153161953081,3.2721671219184243,0.691153161953081,5.117993812416755,4.137164559405029])",0.0
R066,three world section. experts discuss ongoing developments policy.,"(10000,[1133,3614,4506,4687,5925,6944,9360,9462],[5.117993812416755,0.6792718340663283,0.691153161953081,0.691153161953081,4.137164559405029,2.7826188965997183,3.6516567436233283,0.691153161953081])",1.0
F095,piece mean open bed decade go something they. parent animal allow company. — shocking claims mind control surface internet.,"(10000,[503,909,1208,1777,3008,3133,3184,4835,5783,5850,6030,6451,7281,7360,7936,8338,9497,9826,9932],[0.691153161953081,5.117993812416755,2.849310271098391,5.523458920524919,5.117993812416755,3.7316994512968646,2.8154087194227095,3.8187108282864943,4.019381523748645,0.691153161953081,4.42484663185681,4.019381523748645,0.6871770135734415,3.8187108282864943,0.691153161953081,0.691153161953081,4.42484663185681,4.137164559405029,4.830311739964974])",0.0
R174,tough mention manage. crime ahead cell sister think wonder change. experts discuss ongoing developments policy.,"(10000,[731,2059,2335,2483,2907,3210,3521,3614,4506,4687,4723,5447,6944,8268,9462],[4.270695952029551,2.7508701982851385,3.914021008090819,5.523458920524919,3.577548771469606,4.607168188650764,3.6516567436233283,0.6792718340663283,0.691153161953081,0.691153161953081,4.42484663185681,4.019381523748645,2.7826188965997183,3.2721671219184243,0.691153161953081])",1.0
R201,mother discussion in. rich measure approach. experts discuss ongoing developments public health.,"(10000,[354,528,1770,1936,3614,4506,4687,5315,6212,6219,6434,9462],[4.270695952029551,4.137164559405029,3.0385522707369192,4.830311739964974,0.6792718340663283,0.691153161953081,0.691153161953081,4.019381523748645,4.270695952029551,3.0811118851557153,5.117993812416755,0.691153161953081])",1.0
R072,ball mrs pressure operation community staff certainly. owner special chance. experts discuss ongoing developments education.,"(10000,[1055,3614,4506,4687,5047,5661,5922,6053,6224,7019,7492,8174,9462,9751,9944],[4.270695952029551,0.6792718340663283,0.691153161953081,0.691153161953081,2.7200985396183848,4.42484663185681,3.914021008090819,3.3262343431887,4.270695952029551,4.42484663185681,4.270695952029551,3.914021008090819,0.691153161953081,4.270695952029551,5.523458920524919])",1.0
R064,affect enough player ready alone need country. painting evening sell page environmental decision. experts discuss ongoing developments research.,"(10000,[1034,2492,2827,3614,4485,4506,4687,4748,5286,5377,6027,6055,6537,6557,6604,7066,9062,9462],[4.42484663185681,3.914021008090819,4.270695952029551,0.6792718340663283,4.137164559405029,0.691153161953081,0.691153161953081,3.6516567436233283,4.270695952029551,5.117993812416755,4.607168188650764,3.7316994512968646,4.137164559405029,4.019381523748645,3.914021008090819,2.8844015909096608,5.523458920524919,0.691153161953081])",1.0
F037,center simple least series. natural image develop letter real. experience news character class television. — shocking claims miracle drug surface internet.,"(10000,[503,564,1241,1256,1365,1480,1634,2433,2913,3635,4007,4867,4988,5303,5850,5963,7281,7860,7936,8338,8667],[0.691153161953081,4.607168188650764,3.5085558999826545,3.125563647726549,5.523458920524919,3.914021008090819,4.607168188650764,4.019381523748645,3.8187108282864943,3.8187108282864943,4.270695952029551,4.42484663185681,3.8187108282864943,4.830311739964974,0.691153161953081,5.523458920524919,0.6871770135734415,2.849310271098391,0.691153161953081,0.691153161953081,4.607168188650764])",0.0
R170,five benefit second note. yard serious direction. environment buy blood office idea fear. experts discuss ongoing developments technology breakthrough.,"(10000,[80,424,1020,1117,2227,2359,2407,3614,4506,4687,5653,5958,5974,7615,8344,9256,9462,9547,9599],[3.914021008090819,4.607168188650764,2.5530444549552183,3.914021008090819,2.7200985396183848,4.137164559405029,4.270695952029551,0.6792718340663283,0.691153161953081,0.691153161953081,3.914021008090819,3.914021008090819,3.383392757028649,5.523458920524919,4.019381523748645,4.42484663185681,0.691153161953081,5.117993812416755,5.523458920524919])",1.0
F110,address beyond prove technology land behavior. smile resource interest draw focus during. market performance less. — shocking claims celebrity scandal surface internet.,"(10000,[70,359,503,1020,1670,2657,2713,3486,3931,4454,4921,5214,5850,6988,7098,7148,7281,7936,8167,8338,8900,9351],[4.270695952029551,5.523458920524919,0.691153161953081,2.5530444549552183,4.42484663185681,3.8187108282864943,4.607168188650764,2.849310271098391,3.6516567436233283,3.914021008090819,2.849310271098391,4.137164559405029,0.691153161953081,4.830311739964974,4.137164559405029,5.117993812416755,0.6871770135734415,0.691153161953081,4.270695952029551,0.691153161953081,3.7316994512968646,4.607168188650764])",0.0
F048,high baby style country range special. — shocking claims secret cure surface internet.,"(10000,[165,503,1348,2116,3892,5118,5850,6747,7281,7870,7936,8000,8338],[3.914021008090819,0.691153161953081,4.42484663185681,4.019381523748645,2.5530444549552183,5.117993812416755,0.691153161953081,2.5530444549552183,0.6871770135734415,4.270695952029551,0.691153161953081,4.270695952029551,0.691153161953081])",0.0
F082,account establish likely. risk marriage them. manager message hit several energy hand. — shocking claims hoax surface internet.,"(10000,[503,1652,2715,2923,4377,5850,6229,7281,7936,8113,8252,8307,8338,8794,8957,9187,9227,9878],[0.691153161953081,4.42484663185681,4.830311739964974,4.607168188650764,2.60568818844064,0.691153161953081,4.607168188650764,0.6871770135734415,0.691153161953081,5.117993812416755,4.607168188650764,3.8187108282864943,0.691153161953081,4.137164559405029,4.830311739964974,4.137164559405029,3.914021008090819,3.8187108282864943])",0.0
F187,church another final view half deep. follow region student want per important goal. city many practice form. — shocking claims miracle drug surface internet.,"(10000,[298,503,935,1256,1273,1653,1780,1967,1982,3536,4249,4280,5188,5495,5850,7281,7293,7712,7860,7936,8159,8166,8338,9367],[3.8187108282864943,0.691153161953081,4.830311739964974,3.125563647726549,3.125563647726549,4.137164559405029,4.830311739964974,4.019381523748645,5.523458920524919,3.8187108282864943,5.523458920524919,3.577548771469606,4.830311739964974,4.607168188650764,0.691153161953081,0.6871770135734415,4.607168188650764,3.914021008090819,2.849310271098391,0.691153161953081,3.8187108282864943,4.019381523748645,0.691153161953081,3.577548771469606])",0.0
F027,wrong cold particularly blood shoulder truth. small matter reduce eat task indicate. position end full hot. — shocking claims miracle drug surface internet.,"(10000,[222,453,503,1256,1339,2359,2402,3920,4498,4528,5850,6373,6443,6512,6756,7276,7281,7860,7936,8159,8338,8451,8897],[4.137164559405029,4.42484663185681,0.691153161953081,3.125563647726549,4.607168188650764,4.137164559405029,4.137164559405029,4.137164559405029,4.830311739964974,5.117993812416755,0.691153161953081,4.830311739964974,3.6516567436233283,4.137164559405029,4.019381523748645,3.7316994512968646,0.6871770135734415,2.849310271098391,0.691153161953081,3.8187108282864943,0.691153161953081,4.019381523748645,4.42484663185681])",0.0
F202,choice even affect investment financial. fear return drug movie. policy yard dark top light learn. — shocking claims hoax surface internet.,"(10000,[424,503,635,697,1035,1109,1562,1720,4142,4377,4715,5328,5850,6053,6055,6406,7281,7860,7936,8338,9513],[4.607168188650764,0.691153161953081,3.914021008090819,4.137164559405029,5.117993812416755,5.117993812416755,4.42484663185681,4.607168188650764,4.42484663185681,2.60568818844064,3.8187108282864943,3.7316994512968646,0.691153161953081,3.3262343431887,3.7316994512968646,4.019381523748645,0.6871770135734415,2.849310271098391,0.691153161953081,0.691153161953081,4.137164559405029])",0.0
F197,congress recognize piece enjoy long door seem. daughter center possible response grow federal. — shocking claims secret cure surface internet.,"(10000,[503,1480,1805,2404,2445,2782,3133,3892,4502,4847,5850,6100,6747,7281,7623,7936,8171,8338,8728,8904],[0.691153161953081,3.914021008090819,4.830311739964974,4.830311739964974,3.8187108282864943,4.42484663185681,3.7316994512968646,2.5530444549552183,5.117993812416755,3.4440173788450834,0.691153161953081,3.7316994512968646,2.5530444549552183,0.6871770135734415,3.8187108282864943,0.691153161953081,4.137164559405029,0.691153161953081,4.019381523748645,4.42484663185681])",0.0
R128,industry front test pull beyond different instead leader. maybe especially part use. structure wear statement or. experts discuss ongoing developments climate change.,"(10000,[504,821,2059,2996,3010,3614,4506,4527,4687,4818,6581,6586,6597,6683,8173,8740,8900,9021,9462,9495,9718,9817],[4.42484663185681,2.849310271098391,2.7508701982851385,3.577548771469606,4.607168188650764,0.6792718340663283,0.691153161953081,4.137164559405029,0.691153161953081,4.42484663185681,4.019381523748645,4.137164559405029,4.019381523748645,4.137164559405029,4.019381523748645,4.019381523748645,3.7316994512968646,4.019381523748645,0.691153161953081,5.117993812416755,4.830311739964974,3.383392757028649])",1.0
F157,cold someone effort best truth. nation bar road anyone reach wonder. spend everyone front available offer church american debate. — shocking claims government cover-up surface internet.,"(10000,[353,503,504,666,763,1273,2259,2475,2958,3479,3671,3920,4014,5725,5726,5850,6373,7281,7332,7652,7936,8338,8386,8509,8893,9813],[4.137164559405029,0.691153161953081,4.42484663185681,4.42484663185681,4.270695952029551,3.125563647726549,2.849310271098391,4.270695952029551,4.42484663185681,4.830311739964974,3.8187108282864943,4.137164559405029,4.607168188650764,4.42484663185681,3.8187108282864943,0.691153161953081,4.830311739964974,0.6871770135734415,4.607168188650764,4.270695952029551,0.691153161953081,0.691153161953081,5.117993812416755,5.117993812416755,4.019381523748645,2.997730276216664])",0.0
