id,title,filtered_words,label
R129,New Report on Election,theory magazine authority. try information though world. experts discuss ongoing developments election.,REAL
R227,New Report on Climate Change,section behind ago. hotel understand body service general alone enter everyone. experts discuss ongoing developments climate change.,REAL
F231,Aliens Confirmed by Sources,sea dinner leg cup. ahead thus measure see nice trouble social. involve particularly reality civil. — shocking claims aliens surface internet.,FAKE
R066,New Report on Policy,three world section. experts discuss ongoing developments policy.,REAL
F095,Mind Control Confirmed by Sources,piece mean open bed decade go something they. parent animal allow company. — shocking claims mind control surface internet.,FAKE
R174,New Report on Policy,tough mention manage. crime ahead cell sister think wonder change. experts discuss ongoing developments policy.,REAL
R201,New Report on Public Health,mother discussion in. rich measure approach. experts discuss ongoing developments public health.,REAL
R072,New Report on Education,ball mrs pressure operation community staff certainly. owner special chance. experts discuss ongoing developments education.,REAL
R064,New Report on Research,affect enough player ready alone need country. painting evening sell page environmental decision. experts discuss ongoing developments research.,REAL
F037,Miracle Drug Confirmed by Sources,center simple least series. natural image develop letter real. experience news character class television. — shocking claims miracle drug surface internet.,FAKE
R170,New Report on Technology Breakthrough,five benefit second note. yard serious direction. environment buy blood office idea fear. experts discuss ongoing developments technology breakthrough.,REAL
F110,Celebrity Scandal Confirmed by Sources,address beyond prove technology land behavior. smile resource interest draw focus during. market performance less. — shocking claims celebrity scandal surface internet.,FAKE
F048,Secret Cure Confirmed by Sources,high baby style country range special. — shocking claims secret cure surface internet.,FAKE
F082,Hoax Confirmed by Sources,account establish likely. risk marriage them. manager message hit several energy hand. — shocking claims hoax surface internet.,FAKE
F187,Miracle Drug Confirmed by Sources,church another final view half deep. follow region student want per important goal. city many practice form. — shocking claims miracle drug surface internet.,FAKE
F027,Miracle Drug Confirmed by Sources,wrong cold particularly blood shoulder truth. small matter reduce eat task indicate. position end full hot. — shocking claims miracle drug surface internet.,FAKE
F202,Hoax Confirmed by Sources,choice even affect investment financial. fear return drug movie. policy yard dark top light learn. — shocking claims hoax surface internet.,FAKE
F197,Secret Cure Confirmed by Sources,congress recognize piece enjoy long door seem. daughter center possible response grow federal. — shocking claims secret cure surface internet.,FAKE
R128,New Report on Climate Change,industry front test pull beyond different instead leader. maybe especially part use. structure wear statement or. experts discuss ongoing developments climate change.,REAL
F157,Government Cover-Up Confirmed by Sources,cold someone effort best truth. nation bar road anyone reach wonder. spend everyone front available offer church american debate. — shocking claims government cover-up surface internet.,FAKE
F117,Hoax Confirmed by Sources,mouth best develop blue camera. goal fight practice particular item method option. — shocking claims hoax surface internet.,FAKE
F173,Secret Cure Confirmed by Sources,include agreement beyond beautiful relationship shake. build middle moment alone long seem to. affect tough campaign trip. — shocking claims secret cure surface internet.,FAKE
F024,Aliens Confirmed by Sources,tend president color close. development attention business method term. teach history college agreement series still wear. — shocking claims aliens surface internet.,FAKE
F096,Celebrity Scandal Confirmed by Sources,movement event hope accept people cell. recognize imagine best. ability develop represent. dinner receive church. — shocking claims celebrity scandal surface internet.,FAKE
R247,New Report on Public Health,anything discuss value stuff law fine interest. spend source threat serious middle between. experts discuss ongoing developments public health.,REAL
F226,Government Cover-Up Confirmed by Sources,ok make deal happen. reflect night sing big four. — shocking claims government cover-up surface internet.,FAKE
F100,Flat Earth Confirmed by Sources,dream true national early research decide. minute single join opportunity law choose shoulder. — shocking claims flat earth surface internet.,FAKE
F246,Government Cover-Up Confirmed by Sources,since short us american. health project main break. congress become language generation. — shocking claims government cover-up surface internet.,FAKE
F183,Aliens Confirmed by Sources,let enter enough interest environment military. three wind study effect. — shocking claims aliens surface internet.,FAKE
R063,New Report on Policy,sometimes forward television method ahead democrat. relationship activity rise eye wide order. experts discuss ongoing developments policy.,REAL
R005,New Report on Election,still break note several time movement. experts discuss ongoing developments election.,REAL
R084,New Report on Election,get trip beyond threat know gas model month. watch one require table. experts discuss ongoing developments election.,REAL
R124,New Report on Education,get machine alone cut. store red industry talk big. experts discuss ongoing developments education.,REAL
R118,New Report on Research,general study create common. experts discuss ongoing developments research.,REAL
F001,Aliens Confirmed by Sources,others throw statement east manager can. traditional including home wait. agreement fear third mind create. write difficult trial value choose. — shocking claims aliens surface internet.,FAKE
F007,Immortal Jellyfish Confirmed by Sources,discover write value what. — shocking claims immortal jellyfish surface internet.,FAKE
F046,Mind Control Confirmed by Sources,trial order though. play study everybody collection write. — shocking claims mind control surface internet.,FAKE
R103,New Report on Research,local manager individual court tough. produce dark decide fire likely. debate report next job little nearly various. experts discuss ongoing developments research.,REAL
R037,New Report on Budget Report,skill experience short agency decade response. professor instead someone personal. increase wonder on. experts discuss ongoing developments budget report.,REAL
F193,Secret Cure Confirmed by Sources,collection face help traditional simple instead wife nearly. sign address answer pick thank. television mr human prove. — shocking claims secret cure surface internet.,FAKE
R166,New Report on Election,store often young safe door picture. ahead situation. experts discuss ongoing developments election.,REAL
F017,Immortal Jellyfish Confirmed by Sources,debate power side whatever organization mission on. — shocking claims immortal jellyfish surface internet.,FAKE
R008,New Report on Economic Growth,mention state relate whether standard. wrong crime recent maintain. experts discuss ongoing developments economic growth.,REAL
F071,Celebrity Scandal Confirmed by Sources,laugh watch remain including foot. — shocking claims celebrity scandal surface internet.,FAKE
F028,Mind Control Confirmed by Sources,best appear miss one without like. perhaps though east argue tough. — shocking claims mind control surface internet.,FAKE
F227,Immortal Jellyfish Confirmed by Sources,right affect price animal several spend travel decision. — shocking claims immortal jellyfish surface internet.,FAKE
R200,New Report on Public Health,radio service weight laugh tend collection. today main great accept. professor call forget control quality quickly. experts discuss ongoing developments public health.,REAL
R225,New Report on Climate Change,task push trip none power card. quality animal career dog. experts discuss ongoing developments climate change.,REAL
R062,New Report on Budget Report,current mission activity compare toward involve. experts discuss ongoing developments budget report.,REAL
F033,Hoax Confirmed by Sources,decide even gas experience business sport. hit wait character senior. — shocking claims hoax surface internet.,FAKE
F012,Hoax Confirmed by Sources,reach rather six movie left rate. item someone degree particularly series unit heavy. — shocking claims hoax surface internet.,FAKE
R121,New Report on Research,town every car positive stuff girl. watch provide ok pm. line mention nothing director tend certain common. experts discuss ongoing developments research.,REAL
F210,Aliens Confirmed by Sources,ready small mind. scientist move bag leg us worker. really area know natural. — shocking claims aliens surface internet.,FAKE
F151,Hoax Confirmed by Sources,ok alone standard add film modern. ahead professor energy issue mind customer product. — shocking claims hoax surface internet.,FAKE
F099,Secret Cure Confirmed by Sources,president today debate return. million finish old second new. — shocking claims secret cure surface internet.,FAKE
R090,New Report on Technology Breakthrough,plan area tree condition. experts discuss ongoing developments technology breakthrough.,REAL
R125,New Report on Budget Report,kind beyond deal apply present american. reality citizen program ground wrong. explain suddenly money table president. experts discuss ongoing developments budget report.,REAL
